Order_ID,Order_Date,Customer_Name,Customer_Segment,Country,Region,Product_Category,Product_Name,Quantity,Unit_Price,Discount_Percent,Total_Sales,Shipping_Cost,Profit,Payment_Method,Year,Month,Month_Name,Quarter,Day_Name,Profit_Margin,Gross_Sales,Discount_Amount
ORD-10855,2023-02-19,Felix Johansson,Consumer,Canada,North America,Office Supplies,Sticky Notes Multicolor 6-Pack,5,4.37,15,18.57,11.28,-2.54,PayPal,2023,2,February,Q1,Sunday,-13.677975228863758,21.847058823529412,3.277058823529412
ORD-11065,2023-02-19,Priya Wang,Consumer,France,Europe,Clothing & Accessories,Silk Tie Collection,2,20.92,0,41.84,10.6,10.32,Cash on Delivery,2023,2,February,Q1,Sunday,24.665391969407263,41.84,0.0
ORD-11922,2023-02-20,Sophie Park,Consumer,Mexico,North America,Clothing & Accessories,Leather Belt Classic,4,54.4,5,206.72,7.53,90.39,Cash on Delivery,2023,2,February,Q1,Monday,43.72581269349845,217.60000000000002,10.880000000000024
ORD-10594,2023-02-21,Ayumi Khan,Consumer,United States,North America,Technology,Smart LED Desk Lamp,8,72.89,0,583.12,14.27,248.13,Credit Card,2023,2,February,Q1,Tuesday,42.552133351625734,583.12,0.0
ORD-11419,2023-02-21,Michael Davis,Consumer,China,Asia Pacific,Furniture,Desk Organizer Set,6,54.39,0,326.34,17.34,113.2,PayPal,2023,2,February,Q1,Tuesday,34.687748973463265,326.34,0.0
ORD-11624,2023-02-21,Felix Thompson,Consumer,Canada,North America,Furniture,Ergonomic Office Chair,6,472.56,0,2835.36,19.09,1115.05,PayPal,2023,2,February,Q1,Tuesday,39.32657581400598,2835.36,0.0
ORD-11855,2023-02-21,Hans Johnson,Consumer,Australia,Asia Pacific,Technology,Noise Cancelling Earbuds,1,133.63,0,133.63,9.94,50.19,PayPal,2023,2,February,Q1,Tuesday,37.55893137768465,133.63,0.0
ORD-10843,2023-02-22,Jennifer Moreau,Corporate,Canada,North America,Technology,Tablet Stand Holder,2,32.06,0,64.12,7.82,21.03,Cash on Delivery,2023,2,February,Q1,Wednesday,32.79787897691828,64.12,0.0
ORD-11306,2023-02-22,Mia Müller,Home Office,United Kingdom,Europe,Technology,Wireless Ergonomic Mouse,4,36.01,15,122.43,10.44,32.77,Credit Card,2023,2,February,Q1,Wednesday,26.76631544556073,144.03529411764708,21.605294117647077
ORD-10392,2023-02-23,Priya Martinez,Corporate,United States,North America,Office Supplies,Paper Clips Box 500pc,4,7.24,10,26.06,8.85,4.18,Credit Card,2023,2,February,Q1,Thursday,16.039907904834998,28.955555555555552,2.8955555555555534
ORD-11302,2023-02-23,Fatima Suzuki,Home Office,Brazil,South America,Technology,Wireless Ergonomic Mouse,3,60.99,0,182.97,12.03,70.31,Credit Card,2023,2,February,Q1,Thursday,38.42706454610045,182.97,0.0
ORD-11205,2023-02-24,Zara White,Consumer,France,Europe,Office Supplies,Binder Clips Assorted 48pc,6,7.14,0,42.84,12.59,10.97,PayPal,2023,2,February,Q1,Friday,25.60690943043884,42.84,0.0
ORD-10892,2023-02-25,Felix Moreau,Consumer,Spain,Europe,Office Supplies,Sticky Notes Multicolor 6-Pack,2,8.06,15,13.7,10.44,-3.99,Bank Transfer,2023,2,February,Q1,Saturday,-29.124087591240876,16.11764705882353,2.4176470588235297
ORD-11175,2023-02-25,Ethan Hassan,Corporate,China,Asia Pacific,Clothing & Accessories,Travel Backpack 30L,2,31.71,5,60.25,10.63,17.91,Bank Transfer,2023,2,February,Q1,Saturday,29.726141078838175,63.42105263157895,3.1710526315789522
ORD-11598,2023-02-26,Ingrid Schmidt,Consumer,Italy,Europe,Furniture,Folding Table Portable,6,82.3,0,493.8,12.43,185.09,PayPal,2023,2,February,Q1,Sunday,37.482786553260425,493.8,0.0
ORD-10113,2023-02-27,Mia Harris,Consumer,United States,North America,Technology,Webcam HD 1080p,1,77.48,0,77.48,7.16,27.71,PayPal,2023,2,February,Q1,Monday,35.764068146618484,77.48,0.0
ORD-10646,2023-02-27,Sophie Harris,Consumer,Argentina,South America,Office Supplies,Paper Clips Box 500pc,9,7.24,0,65.16,18.95,16.89,PayPal,2023,2,February,Q1,Monday,25.92081031307551,65.16,0.0
ORD-11378,2023-02-27,Michael Hassan,Corporate,India,Asia Pacific,Office Supplies,Ballpoint Pen Pack 12,12,5.63,5,64.18,31.26,2.52,Credit Card,2023,2,February,Q1,Monday,3.9264568401371136,67.55789473684212,3.3778947368421086
ORD-11900,2023-02-27,Oscar Jones,Consumer,Canada,North America,Clothing & Accessories,Silk Tie Collection,2,26.25,10,47.25,6.27,14.73,Credit Card,2023,2,February,Q1,Monday,31.174603174603178,52.5,5.25
ORD-11523,2023-03-01,Giulia Ali,Consumer,South Korea,Asia Pacific,Technology,Noise Cancelling Earbuds,2,135.29,0,270.58,10.07,111.69,Cash on Delivery,2023,3,March,Q1,Wednesday,41.27799541725183,270.58,0.0
ORD-10233,2023-03-02,Fatima Rossi,Consumer,Australia,Asia Pacific,Furniture,Desk Organizer Set,1,24.66,0,24.66,11.27,-1.41,Credit Card,2023,3,March,Q1,Thursday,-5.7177615571776155,24.66,0.0
ORD-10605,2023-03-02,Yuki Patel,Corporate,Japan,Asia Pacific,Technology,Mechanical Gaming Keyboard,4,165.1,5,627.38,15.44,248.72,Credit Card,2023,3,March,Q1,Thursday,39.64423475405655,660.4,33.01999999999998
ORD-10907,2023-03-02,Mia Clark,Consumer,Italy,Europe,Office Supplies,Stapler Full-Size,2,11.57,25,17.36,8.09,-1.14,Cash on Delivery,2023,3,March,Q1,Thursday,-6.566820276497695,23.146666666666665,5.786666666666665
ORD-11202,2023-03-02,Mary Smith,Home Office,United States,North America,Furniture,Mesh Back Task Chair,1,113.52,10,102.17,7.35,26.71,Credit Card,2023,3,March,Q1,Thursday,26.14270333757463,113.52222222222223,11.352222222222224
ORD-11294,2023-03-02,Ayumi Suzuki,Corporate,Australia,Asia Pacific,Office Supplies,Whiteboard Markers Set 8,4,9.18,20,29.38,12.6,0.26,PayPal,2023,3,March,Q1,Thursday,0.8849557522123894,36.724999999999994,7.344999999999995
ORD-11673,2023-03-02,Elizabeth Moreau,Home Office,Australia,Asia Pacific,Technology,Wireless Bluetooth Headphones,2,201.32,0,402.64,13.72,167.47,PayPal,2023,3,March,Q1,Thursday,41.59298629048281,402.64,0.0
ORD-11217,2023-03-04,Jamal Martinez,Consumer,Canada,North America,Technology,Mechanical Gaming Keyboard,9,90.24,10,730.94,18.86,265.39,Credit Card,2023,3,March,Q1,Saturday,36.30804169972911,812.1555555555556,81.21555555555551
ORD-10246,2023-03-05,Barbara Ali,Corporate,Australia,Asia Pacific,Office Supplies,Stapler Full-Size,1,18.57,0,18.57,9.91,0.3,Credit Card,2023,3,March,Q1,Sunday,1.615508885298869,18.57,0.0
ORD-11135,2023-03-06,Lucas Anderson,Consumer,United Kingdom,Europe,Clothing & Accessories,Polarized Sunglasses,3,29.57,10,79.84,10.88,24.6,Bank Transfer,2023,3,March,Q1,Monday,30.811623246492985,88.71111111111111,8.871111111111105
ORD-10620,2023-03-07,Omar Garcia,Consumer,China,Asia Pacific,Office Supplies,Premium Notebook Set A5,1,11.17,20,8.94,10.07,-6.16,Credit Card,2023,3,March,Q1,Tuesday,-68.90380313199105,11.174999999999999,2.2349999999999994
ORD-11279,2023-03-07,Clara Miller,Consumer,United States,North America,Office Supplies,Tape Dispenser Heavy Duty,8,20.92,0,167.36,18.97,73.08,Bank Transfer,2023,3,March,Q1,Tuesday,43.66634799235181,167.36,0.0
ORD-10124,2023-03-08,David Harris,Corporate,Italy,Europe,Office Supplies,Whiteboard Markers Set 8,5,11.95,10,53.77,14.79,12.09,Credit Card,2023,3,March,Q1,Wednesday,22.48465687186163,59.74444444444445,5.974444444444444
ORD-10242,2023-03-08,James Chen,Home Office,Spain,Europe,Furniture,Folding Table Portable,3,59.88,20,143.71,9.34,26.59,Bank Transfer,2023,3,March,Q1,Wednesday,18.502539837172083,179.6375,35.92749999999998
ORD-10915,2023-03-08,Ahmed Harris,Consumer,Brazil,South America,Furniture,Floating Wall Shelves Set,6,99.69,0,598.14,18.01,221.25,Credit Card,2023,3,March,Q1,Wednesday,36.9896679707092,598.14,0.0
